Date,Quantity Sold,Split,Naive Forecast,ARIMA Forecast,Prophet Forecast,MA_7,MA_30,Volatility_7
2022-02-21,0,Train,,,,,,
2022-02-22,0,Train,,,,,,
2022-02-23,0,Train,,,,,,
2022-02-24,0,Train,,,,,,
2022-02-25,0,Train,,,,,,
2022-02-26,0,Train,,,,,,
2022-02-27,0,Train,,,,,,
2022-02-28,0,Train,,,,,,
2022-03-01,0,Train,,,,,,
2022-03-02,52,Train,,,,,,
2022-03-03,0,Train,,,,,,
2022-03-04,0,Train,,,,,,
2022-03-05,0,Train,,,,,,
2022-03-06,0,Train,,,,,,
2022-03-07,0,Train,,,,,,
2022-03-08,0,Train,,,,,,
2022-03-09,0,Train,,,,,,
2022-03-10,0,Train,,,,,,
2022-03-11,0,Train,,,,,,
2022-03-12,0,Train,,,,,,
2022-03-13,0,Train,,,,,,
2022-03-14,0,Train,,,,,,
2022-03-15,0,Train,,,,,,
2022-03-16,0,Train,,,,,,
2022-03-17,0,Train,,,,,,
2022-03-18,0,Train,,,,,,
2022-03-19,0,Train,,,,,,
2022-03-20,0,Train,,,,,,
2022-03-21,0,Train,,,,,,
2022-03-22,0,Train,,,,,,
2022-03-23,0,Train,,,,,,
2022-03-24,0,Train,,,,,,
2022-03-25,0,Train,,,,,,
2022-03-26,0,Train,,,,,,
2022-03-27,0,Train,,,,,,
2022-03-28,0,Train,,,,,,
2022-03-29,0,Train,,,,,,
2022-03-30,0,Train,,,,,,
2022-03-31,0,Train,,,,,,
2022-04-01,0,Train,,,,,,
2022-04-02,0,Train,,,,,,
2022-04-03,21,Train,,,,,,
2022-04-04,14,Train,,,,,,
2022-04-05,0,Train,,,,,,
2022-04-06,0,Train,,,,,,
2022-04-07,0,Train,,,,,,
2022-04-08,0,Train,,,,,,
2022-04-09,0,Train,,,,,,
2022-04-10,0,Train,,,,,,
2022-04-11,0,Train,,,,,,
2022-04-12,0,Train,,,,,,
2022-04-13,0,Train,,,,,,
2022-04-14,0,Train,,,,,,
2022-04-15,0,Train,,,,,,
2022-04-16,0,Train,,,,,,
2022-04-17,0,Train,,,,,,
2022-04-18,0,Train,,,,,,
2022-04-19,0,Train,,,,,,
2022-04-20,0,Train,,,,,,
2022-04-21,0,Train,,,,,,
2022-04-22,0,Train,,,,,,
2022-04-23,0,Train,,,,,,
2022-04-24,0,Train,,,,,,
2022-04-25,0,Train,,,,,,
2022-04-26,0,Train,,,,,,
2022-04-27,0,Train,,,,,,
2022-04-28,0,Train,,,,,,
2022-04-29,0,Train,,,,,,
2022-04-30,0,Train,,,,,,
2022-05-01,59,Train,,,,,,
2022-05-02,7,Train,,,,,,
2022-05-03,106,Train,,,,,,
2022-05-04,0,Train,,,,,,
2022-05-05,0,Train,,,,,,
2022-05-06,0,Train,,,,,,
2022-05-07,0,Train,,,,,,
2022-05-08,0,Test,0.0,3.44,9.05,16.14,5.73,39.71
2022-05-09,0,Test,0.0,3.78,5.77,15.14,5.73,40.06
2022-05-10,0,Test,0.0,2.98,7.84,0.0,5.73,0.0
2022-05-11,0,Test,0.0,2.98,6.23,0.0,5.73,0.0
2022-05-12,0,Test,0.0,2.98,4.95,0.0,5.73,0.0
2022-05-13,0,Test,0.0,2.98,6.42,0.0,5.73,0.0
2022-05-14,0,Test,0.0,2.98,4.57,0.0,5.73,0.0
2022-05-15,0,Test,0.0,2.98,5.55,0.0,5.73,0.0
2022-05-16,0,Test,0.0,2.98,2.28,0.0,5.73,0.0
2022-05-17,0,Test,0.0,2.98,4.43,0.0,5.73,0.0
2022-05-18,0,Test,0.0,2.98,2.96,0.0,5.73,0.0
2022-05-19,0,Test,0.0,2.98,1.88,0.0,5.73,0.0
2022-05-20,0,Test,0.0,2.98,3.6,0.0,5.73,0.0
2022-05-21,0,Test,0.0,2.98,2.06,0.0,5.73,0.0
2022-05-22,0,Test,0.0,2.98,3.37,0.0,5.73,0.0
2022-05-23,0,Test,0.0,2.98,0.48,0.0,5.73,0.0
2022-05-24,0,Test,0.0,2.98,3.03,0.0,5.73,0.0
2022-05-25,0,Test,0.0,2.98,1.98,0.0,5.73,0.0
2022-05-26,0,Test,0.0,2.98,1.31,0.0,5.73,0.0
2022-05-27,0,Test,0.0,2.98,3.45,0.0,5.73,0.0
2022-05-28,0,Test,0.0,2.98,2.31,0.0,5.73,0.0
2022-05-29,0,Test,0.0,2.98,4.01,0.0,5.73,0.0
2022-05-30,0,Test,0.0,2.98,1.48,0.0,5.73,0.0
2022-05-31,0,Test,0.0,2.98,4.35,0.0,3.77,0.0
2022-06-01,25,Test,0.0,2.98,3.56,3.57,4.37,9.45
2022-06-02,0,Test,25.0,2.98,3.12,3.57,0.83,9.45
2022-06-03,0,Test,0.0,2.98,5.43,3.57,0.83,9.45
2022-06-04,14,Test,0.0,2.98,4.4,5.57,1.3,10.03
2022-06-05,0,Test,14.0,2.98,6.15,5.57,1.3,10.03
2022-06-06,0,Test,0.0,2.98,3.61,5.57,1.3,10.03
2022-06-07,0,Test,0.0,2.98,6.42,5.57,1.3,10.03
2022-06-08,0,Test,0.0,2.98,5.51,2.0,1.3,5.29
2022-06-09,0,Test,0.0,2.98,4.89,2.0,1.3,5.29
2022-06-10,0,Test,0.0,2.98,6.98,2.0,1.3,5.29
2022-06-11,0,Test,0.0,2.98,5.69,0.0,1.3,0.0
2022-06-12,0,Test,0.0,2.98,7.14,0.0,1.3,0.0
2022-06-13,0,Test,0.0,2.98,4.28,0.0,1.3,0.0
2022-06-14,0,Test,0.0,2.98,6.74,0.0,1.3,0.0
2022-06-15,0,Test,0.0,2.98,5.48,0.0,1.3,0.0
2022-06-16,0,Test,0.0,2.98,4.51,0.0,1.3,0.0
2022-06-17,0,Test,0.0,2.98,6.25,0.0,1.3,0.0
2022-06-18,0,Test,0.0,2.98,4.63,0.0,1.3,0.0
2022-06-19,0,Test,0.0,2.98,5.78,0.0,1.3,0.0
2022-06-20,0,Test,0.0,2.98,2.64,0.0,1.3,0.0
2022-06-21,0,Test,0.0,2.98,4.86,0.0,1.3,0.0
2022-06-22,0,Test,0.0,2.98,3.41,0.0,1.3,0.0
2022-06-23,0,Test,0.0,2.98,2.29,0.0,1.3,0.0
2022-06-24,0,Test,0.0,2.98,3.94,0.0,1.3,0.0
2022-06-25,0,Test,0.0,2.98,2.28,0.0,1.3,0.0
2022-06-26,0,Test,0.0,2.98,3.44,0.0,1.3,0.0
2022-06-27,0,Test,0.0,2.98,0.36,0.0,1.3,0.0
2022-06-28,0,Test,0.0,2.98,2.71,0.0,1.3,0.0
2022-06-29,0,Test,0.0,2.98,1.42,0.0,1.3,0.0
2022-06-30,0,Test,0.0,2.98,0.51,0.0,1.3,0.0
2022-07-01,11,Test,0.0,2.98,2.4,1.57,0.83,4.16
2022-07-02,19,Test,11.0,2.98,1.02,4.29,1.47,7.67
2022-07-03,87,Test,19.0,2.98,2.48,16.71,4.37,31.87
2022-07-04,3,Test,87.0,2.98,0.0,17.14,4.0,31.63
2022-07-05,8,Test,3.0,2.98,2.38,18.29,4.27,31.05
2022-07-06,0,Test,8.0,2.98,1.42,18.29,4.27,31.05
2022-07-07,0,Test,0.0,2.98,0.82,18.29,4.27,31.05
2022-07-08,0,Test,0.0,2.98,3.01,16.71,4.27,31.75
2022-07-09,0,Test,0.0,2.98,1.9,14.0,4.27,32.33
2022-07-10,0,Test,0.0,2.98,3.6,1.57,4.27,3.05
2022-07-11,0,Test,0.0,2.98,1.05,1.14,4.27,3.02
2022-07-12,0,Test,0.0,2.98,3.87,0.0,4.27,0.0
2022-07-13,0,Test,0.0,2.98,3.03,0.0,4.27,0.0
2022-07-14,0,Test,0.0,2.98,2.5,0.0,4.27,0.0
2022-07-15,0,Test,0.0,2.98,4.7,0.0,4.27,0.0
2022-07-16,0,Test,0.0,2.98,3.55,0.0,4.27,0.0
2022-07-17,0,Test,0.0,2.98,5.17,0.0,4.27,0.0
2022-07-18,0,Test,0.0,2.98,2.48,0.0,4.27,0.0
2022-07-19,0,Test,0.0,2.98,5.12,0.0,4.27,0.0
2022-07-20,0,Test,0.0,2.98,4.06,0.0,4.27,0.0
2022-07-21,0,Test,0.0,2.98,3.27,0.0,4.27,0.0
2022-07-22,0,Test,0.0,2.98,5.2,0.0,4.27,0.0
2022-07-23,0,Test,0.0,2.98,3.75,0.0,4.27,0.0
2022-07-24,0,Test,0.0,2.98,5.05,0.0,4.27,0.0
2022-07-25,0,Test,0.0,2.98,2.04,0.0,4.27,0.0
2022-07-26,0,Test,0.0,2.98,4.38,0.0,4.27,0.0
2022-07-27,0,Test,0.0,2.98,3.01,0.0,4.27,0.0
2022-07-28,0,Test,0.0,2.98,1.95,0.0,4.27,0.0
2022-07-29,0,Test,0.0,2.98,3.63,0.0,4.27,0.0
2022-07-30,0,Test,0.0,2.98,1.97,0.0,4.27,0.0
2022-07-31,0,Test,0.0,2.98,3.1,0.0,3.9,0.0
2022-08-01,0,Test,0.0,2.98,0.0,0.0,3.27,0.0
2022-08-02,19,Test,0.0,2.98,2.24,2.71,1.0,7.18
2022-08-03,0,Test,19.0,2.98,0.87,2.71,0.9,7.18
2022-08-04,0,Test,0.0,2.98,0.0,2.71,0.63,7.18
2022-08-05,0,Test,0.0,2.98,1.63,2.71,0.63,7.18
2022-08-06,0,Test,0.0,2.98,0.14,2.71,0.63,7.18
2022-08-07,0,Test,0.0,2.98,1.49,2.71,0.63,7.18
2022-08-08,0,Test,0.0,2.98,0.0,2.71,0.63,7.18
2022-08-09,0,Test,0.0,2.98,1.23,0.0,0.63,0.0
2022-08-10,0,Test,0.0,2.98,0.21,0.0,0.63,0.0
2022-08-11,0,Test,0.0,2.98,0.0,0.0,0.63,0.0
2022-08-12,0,Test,0.0,2.98,1.81,0.0,0.63,0.0
2022-08-13,0,Test,0.0,2.98,0.77,0.0,0.63,0.0
2022-08-14,0,Test,0.0,2.98,2.58,0.0,0.63,0.0
2022-08-15,0,Test,0.0,2.98,0.19,0.0,0.63,0.0
2022-08-16,0,Test,0.0,2.98,3.24,0.0,0.63,0.0
2022-08-17,0,Test,0.0,2.98,2.67,0.0,0.63,0.0
2022-08-18,0,Test,0.0,2.98,2.47,0.0,0.63,0.0
2022-08-19,0,Test,0.0,2.98,5.06,0.0,0.63,0.0
2022-08-20,0,Test,0.0,2.98,4.36,0.0,0.63,0.0
2022-08-21,0,Test,0.0,2.98,6.47,0.0,0.63,0.0
2022-08-22,0,Test,0.0,2.98,4.31,0.0,0.63,0.0
2022-08-23,0,Test,0.0,2.98,7.53,0.0,0.63,0.0
2022-08-24,0,Test,0.0,2.98,7.07,0.0,0.63,0.0
2022-08-25,0,Test,0.0,2.98,6.91,0.0,0.63,0.0
2022-08-26,0,Test,0.0,2.98,9.48,0.0,0.63,0.0
2022-08-27,0,Test,0.0,2.98,8.67,0.0,0.63,0.0
2022-08-28,0,Test,0.0,2.98,10.61,0.0,0.63,0.0
2022-08-29,0,Test,0.0,2.98,8.21,0.0,0.63,0.0
2022-08-30,0,Test,0.0,2.98,11.13,0.0,0.63,0.0
2022-08-31,0,Test,0.0,2.98,10.31,0.0,0.63,0.0
2022-09-01,0,Test,0.0,2.98,9.74,0.0,0.0,0.0
2022-09-02,17,Test,0.0,2.98,11.84,2.43,0.57,6.43
2022-09-03,31,Test,17.0,2.98,10.53,6.86,1.6,12.39
2022-09-04,17,Test,31.0,2.98,11.94,9.29,2.17,12.49
2022-09-05,39,Test,17.0,2.98,8.99,14.86,3.47,15.89
2022-09-06,0,Test,39.0,2.98,11.34,14.86,3.47,15.89
2022-09-07,0,Test,0.0,2.98,9.94,14.86,3.47,15.89
2022-09-08,0,Test,0.0,2.98,8.8,14.86,3.47,15.89
2022-09-09,0,Test,0.0,2.98,10.35,12.43,3.47,16.78
2022-09-10,0,Test,0.0,2.98,8.51,8.0,3.47,15.07
2022-09-11,0,Test,0.0,2.98,9.42,5.57,3.47,14.74
2022-09-12,0,Test,0.0,2.98,6.01,0.0,3.47,0.0
2022-09-13,0,Test,0.0,2.98,7.95,0.0,3.47,0.0
2022-09-14,0,Test,0.0,2.98,6.19,0.0,3.47,0.0
2022-09-15,0,Test,0.0,2.98,4.74,0.0,3.47,0.0
2022-09-16,0,Test,0.0,2.98,6.04,0.0,3.47,0.0
2022-09-17,0,Test,0.0,2.98,4.02,0.0,3.47,0.0
2022-09-18,0,Test,0.0,2.98,4.81,0.0,3.47,0.0
2022-09-19,0,Test,0.0,2.98,1.35,0.0,3.47,0.0
2022-09-20,0,Test,0.0,2.98,3.3,0.0,3.47,0.0
2022-09-21,0,Test,0.0,2.98,1.62,0.0,3.47,0.0
2022-09-22,0,Test,0.0,2.98,0.32,0.0,3.47,0.0
2022-09-23,0,Test,0.0,2.98,1.81,0.0,3.47,0.0
2022-09-24,0,Test,0.0,2.98,0.04,0.0,3.47,0.0
2022-09-25,0,Test,0.0,2.98,1.12,0.0,3.47,0.0
2022-09-26,0,Test,0.0,2.98,0.0,0.0,3.47,0.0
2022-09-27,0,Test,0.0,2.98,0.31,0.0,3.47,0.0
2022-09-28,0,Test,0.0,2.98,0.0,0.0,3.47,0.0
2022-09-29,0,Test,0.0,2.98,0.0,0.0,3.47,0.0
2022-09-30,0,Test,0.0,2.98,0.05,0.0,3.47,0.0
2022-10-01,0,Test,0.0,2.98,0.0,0.0,3.47,0.0
2022-10-02,0,Test,0.0,2.98,0.2,0.0,2.9,0.0
2022-10-03,0,Test,0.0,2.98,0.0,0.0,1.87,0.0
2022-10-04,0,Test,0.0,2.98,0.2,0.0,1.3,0.0
2022-10-05,75,Test,0.0,2.98,0.0,10.71,2.5,28.35
2022-10-06,0,Test,75.0,2.98,0.0,10.71,2.5,28.35
2022-10-07,0,Test,0.0,2.98,0.94,10.71,2.5,28.35
2022-10-08,0,Test,0.0,2.98,0.0,10.71,2.5,28.35
2022-10-09,0,Test,0.0,2.98,1.58,10.71,2.5,28.35
2022-10-10,0,Test,0.0,2.98,0.0,10.71,2.5,28.35
2022-10-11,0,Test,0.0,2.98,1.88,10.71,2.5,28.35
2022-10-12,0,Test,0.0,2.98,1.04,0.0,2.5,0.0
2022-10-13,0,Test,0.0,2.98,0.52,0.0,2.5,0.0
2022-10-14,0,Test,0.0,2.98,2.73,0.0,2.5,0.0
2022-10-15,0,Test,0.0,2.98,1.6,0.0,2.5,0.0
2022-10-16,0,Test,0.0,2.98,3.23,0.0,2.5,0.0
2022-10-17,0,Test,0.0,2.98,0.56,0.0,2.5,0.0
2022-10-18,0,Test,0.0,2.98,3.24,0.0,2.5,0.0
2022-10-19,0,Test,0.0,2.98,2.21,0.0,2.5,0.0
2022-10-20,0,Test,0.0,2.98,1.48,0.0,2.5,0.0
2022-10-21,0,Test,0.0,2.98,3.46,0.0,2.5,0.0
2022-10-22,0,Test,0.0,2.98,2.09,0.0,2.5,0.0
2022-10-23,0,Test,0.0,2.98,3.48,0.0,2.5,0.0
2022-10-24,0,Test,0.0,2.98,0.57,0.0,2.5,0.0
2022-10-25,0,Test,0.0,2.98,3.02,0.0,2.5,0.0
2022-10-26,0,Test,0.0,2.98,1.78,0.0,2.5,0.0
2022-10-27,0,Test,0.0,2.98,0.85,0.0,2.5,0.0
2022-10-28,0,Test,0.0,2.98,2.66,0.0,2.5,0.0
2022-10-29,0,Test,0.0,2.98,1.14,0.0,2.5,0.0
2022-10-30,0,Test,0.0,2.98,2.41,0.0,2.5,0.0
2022-10-31,0,Test,0.0,2.98,0.0,0.0,2.5,0.0
2022-11-01,41,Test,0.0,2.98,1.82,5.86,3.87,15.5
2022-11-02,0,Test,41.0,2.98,0.56,5.86,3.87,15.5
2022-11-03,0,Test,0.0,2.98,0.0,5.86,3.87,15.5
2022-11-04,72,Test,0.0,2.98,1.53,16.14,3.77,28.99
2022-11-05,17,Test,72.0,2.98,0.1,18.57,4.33,28.11
2022-11-06,0,Test,17.0,2.98,1.5,18.57,4.33,28.11
2022-11-07,0,Test,0.0,2.98,0.0,18.57,4.33,28.11
2022-11-08,0,Test,0.0,2.98,1.25,12.71,4.33,26.9
2022-11-09,0,Test,0.0,2.98,0.21,12.71,4.33,26.9
2022-11-10,0,Test,0.0,2.98,0.0,12.71,4.33,26.9
2022-11-11,0,Test,0.0,2.98,1.64,2.43,4.33,6.43
2022-11-12,0,Test,0.0,2.98,0.46,0.0,4.33,0.0
2022-11-13,0,Test,0.0,2.98,2.11,0.0,4.33,0.0
2022-11-14,0,Test,0.0,2.98,0.0,0.0,4.33,0.0
2022-11-15,0,Test,0.0,2.98,2.34,0.0,4.33,0.0
2022-11-16,0,Test,0.0,2.98,1.52,0.0,4.33,0.0
2022-11-17,0,Test,0.0,2.98,1.04,0.0,4.33,0.0
2022-11-18,0,Test,0.0,2.98,3.33,0.0,4.33,0.0
2022-11-19,0,Test,0.0,2.98,2.3,0.0,4.33,0.0
2022-11-20,0,Test,0.0,2.98,4.07,0.0,4.33,0.0
2022-11-21,0,Test,0.0,2.98,1.56,0.0,4.33,0.0
2022-11-22,0,Test,0.0,2.98,4.43,0.0,4.33,0.0
2022-11-23,0,Test,0.0,2.98,3.61,0.0,4.33,0.0
2022-11-24,0,Test,0.0,2.98,3.1,0.0,4.33,0.0
2022-11-25,0,Test,0.0,2.98,5.31,0.0,4.33,0.0
2022-11-26,0,Test,0.0,2.98,4.18,0.0,4.33,0.0
2022-11-27,0,Test,0.0,2.98,5.8,0.0,4.33,0.0
2022-11-28,0,Test,0.0,2.98,3.11,0.0,4.33,0.0
2022-11-29,0,Test,0.0,2.98,5.77,0.0,4.33,0.0
2022-11-30,0,Test,0.0,2.98,4.71,0.0,4.33,0.0
2022-12-01,0,Test,0.0,2.98,3.94,0.0,2.97,0.0
2022-12-02,65,Test,0.0,2.98,5.89,9.29,5.13,24.57
2022-12-03,45,Test,65.0,2.98,4.46,15.71,6.63,27.45
2022-12-04,0,Test,45.0,2.98,5.8,15.71,4.23,27.45
2022-12-05,27,Test,0.0,2.98,2.82,19.57,4.57,26.76
